,title_g,description_g,manufacturer_g,price_g,id_g
627,encore software 11052 - hoyle: classic collection 2006 - win 98 me 2000 xp,encore software 11052 : hoyle the 1 brand in family entertainment delivers a powerful 4 game collection packed with only the most popular hoyle games. system requirements: windows 98se/me/2000 sp4/xp sp 1 pentium iii 450 mhz 16mb ram (64mb for ...,,18.97,http://www.google.com/base/feeds/snippets/9785861434635986999
628,human body 360 megasystems,key features: anatomy atlas medical dictionary ...,,29.99,http://www.google.com/base/feeds/snippets/11554840496283672285
629,adobe systems inc - 29180248 - adobe photoshop elements 5.0/premiere elements 3.0,adobe® photoshop® elements 5.0 plus adobe premiere® elements 3.0 software combines two powerful yet easy-to-use products to deliver the most complete photo and video editing solution. entertain friends with unique cinematic slide shows and,,139.51,http://www.google.com/base/feeds/snippets/18404168006486239466
630,adobe premiere elements 3 (pc),key features: create and share videos import videos burn footage to dvd edit and preview ...,,99.99,http://www.google.com/base/feeds/snippets/11831542288207686462
631,avanquest usa llc pcdefense,offers full protection against a wide range of spyware crimeware malware keyloggers rootkits viruses and other stealth applications pcdefense protects you from: spyware - spyware scan removes the spyware that's compromising your privacy r,,26.11,http://www.google.com/base/feeds/snippets/17411408037622367354
632,encore software 11182 - monopoly here & now - win 98 me 2000 xp,encore software 11182 : this special anniversary edition celebrates 70 years of the world s most popular board game with a modern day equivalent to the traditional game. system requirements: operating system: windows(r) 98/me/xp processor: pentium(r ...,,18.97,http://www.google.com/base/feeds/snippets/3274305083856247424
633,encore software 10653 - professor fujis kakuro - win 98 me 2000 xp,encore software 10653 : professor fuji s kakuro offers the most puzzles and excitement for puzzle lovers at all levels! pick up a pencil and prepared to be stumped! system requirements: windows 98se/me/2000 sp4/xp sp1 pentium iii 450mhz 128mb ram 8x ...,,7.69,http://www.google.com/base/feeds/snippets/1781031509566531842
634,encore software 10662 - hoyle jewels: swap & drop - win 98 me 2000 xp,encore software 10662 : can t decide which game to buy? hoyle jewels: swap & drop serves up two popular arcade puzzle classics in one convenient pack! system requirements: windows 98se/me/2000 sp4/xp (home & professional) sp1¹ pentium iii 450mhz ...,,7.69,http://www.google.com/base/feeds/snippets/4250686295132810758
635,oem internet security suite 2007 3-user single pack,total internet protection,,32.85,http://www.google.com/base/feeds/snippets/18400163697429940544
636,digidesign music production toolkit music production software,music production toolkit - expanded music tools for pro tools le and m-powered systems the music production toolkit from digidesign provides a host of enhancements that expand the creative power of a pro tools le or pro tools m-powered system. a ...,,495.0,http://www.google.com/base/feeds/snippets/10110199435466109569
637,equilibrium debabelizer pro 6 0 win 1 u windows xp,full version standard license package type: retail for 1 user/s cd-rom mpn: 112100602,,382.9,http://www.google.com/base/feeds/snippets/18393898679155461769
638,symantec norton anti-virus 2007 windows,platforms: windows® xp home/xp pro eligible for a free windows vista? compatibility update? windows xp home / xp professional 300mhz or higher processor 256mb of ram 180mb of available hard disk space email scanning supported for pop3 and smtp ...,,39.99,http://www.google.com/base/feeds/snippets/1528326579184485637
639,ahead software 70115 - nero 7 ultra edition enhanced mini pc & home entrmnt soln,ahead software 70115 : nero 7 ultra edition enhanced provides you with over 20 applications in one solution to complete all your digital media tasks on your pc and on your tv. the enhanced version now includes exciting new features to access your ...,,83.97,http://www.google.com/base/feeds/snippets/14007006525589850325
640,internet security suite 2007 home protection pack xl box,total internet protection,,61.06,http://www.google.com/base/feeds/snippets/18427191929555331953
641,knowledge adventure inc. - 20223 - jumpstart world 1st grade - mini box,welcome to jumpstart world 1st grade a revolutionary 3d world of learning that actually progresses in response to a child?s own learning pace. it?s super-personalized wildly imaginative and really fun but don?t let that fool you - it also teaches ...,,16.93,http://www.google.com/base/feeds/snippets/18373254644070862441
642,knowledge adventure inc. jumpstart world 2nd grade - mini box,welcome to jumpstart world 2nd grade a revolutionary 3d world of learning that actually progresses in response to a child?s own learning pace. it?s super-personalized wildly imaginative and really fun but don?t let that fool you - it also teaches ...,,16.93,http://www.google.com/base/feeds/snippets/17544872940647061920
643,adobe acrobat v8.0 professional for mac upgrade,system requirements powerpc or intel core duo processor mac os x v10.4.3 256mb ram (512mb recommended) 1gb free hard-disk space 1024 x 768 display resolution dvd-rom drive,,145.99,http://www.google.com/base/feeds/snippets/3626343668255224722
644,adobe acrobat v8.0 professional for mac upsell from std-pro,system requirements powerpc or intel core duo processor mac os x v10.4.3 256mb ram (512mb recommended) 1gb free hard-disk space 1024 x 768 display resolution dvd-rom drive,,145.99,http://www.google.com/base/feeds/snippets/18213081663134894535
645,adobe systems inc adobe acrobat 8.0 professional upsell (std-pro),adobe® acrobat® 8 professional software enables business professionals to reliably create combine and control adobe pdf documents for easy more secure distribution collaboration and data collection. system requirements: <l,,157.36,http://www.google.com/base/feeds/snippets/17828266310377038415
646,global software a0454jch - dk smart steps 3rd grade - win 95 98 me 2000 xp vista,global software a0454jch : give your child the competitive edge they deserve! developed by dedicated educators smart steps 3rd grade targets the math reading and science skills that children need to succeed. with over 130 tutorials and over 380 ...,,9.08,http://www.google.com/base/feeds/snippets/17810980474859468457
647,adobe captivate 2 software for windows presentation software,captivate 2 software for windows the captivate 2 software for windows from adobe is a powerful application that allows you to create an interactive flash simulation of on-screen actions. this tool helps you create tutorial and training videos of a ...,,598.95,http://www.google.com/base/feeds/snippets/2919031939469503608
648,jumpstart 1st grade (jc),jumpstart 1st grade teaches essential skills for school,,9.9,http://www.google.com/base/feeds/snippets/14325412592062687221
649,encore software 11252 - brain food games: cranium collection 2006 - win 98 me 2000 xp,encore software 11252 : brain food games cranium collection is back and better than ever! new content new games to train your brain for maximum efficiency! system requirements: windows 2000 sp4/xp (home& pro) sp2³ pentium iii 450 mhz processor or ...,,18.97,http://www.google.com/base/feeds/snippets/17308332648335562662
650,graphicsim istopmotion,system requirements: mac os x v10.3 or newer mac os x tiger strongly recommended (mac os x v10.2.x users please stay with istopmotion 1.5 mac os x v10.4 tiger users please get version 1.8.1 or later.) quicktime 6.4 or newer the latest version ...,,39.95,http://www.google.com/base/feeds/snippets/16351355486478883410
